999.999999999999,0.017599,0.017496,-0.05098442521378976,-3.297
1097.4987654930546,0.017487,0.017388,-0.049313570406158413,-1.2902
1204.5035402587812,0.017474,0.017386,-0.04385312173167481,-1.7974
1321.9411484660275,0.017526,0.017429,-0.048206749109955316,-3.5708
1450.8287784959386,0.017561,0.017469,-0.045623961404136895,-1.9063
1592.2827933410906,0.01752,0.017434,-0.04274120364830978,-1.8964
1747.5284000076829,0.017526,0.017417,-0.05418911034379064,-2.8563
1917.9102616724867,0.017558,0.017452,-0.05259680748458346,-5.5458
2104.9041445120174,0.017515,0.017439,-0.03777127955321305,-4.0
2310.1297000831582,0.017566,0.017464,-0.050583114300548127,-4.2946
2535.364493970109,0.017512,0.017419,-0.04625058801465038,-3.3476
2782.559402207123,0.017492,0.017399,-0.046303611209115275,-2.3085
3053.8555088334124,0.017475,0.017394,-0.04035437358155946,-4.7732
3351.6026509388407,0.017489,0.017413,-0.03782755463031043,-2.6398
3678.3797718286305,0.017445,0.017349,-0.04793053521745098,-1.7636
4037.0172585965497,0.017447,0.01733,-0.05844396709353125,-5.1917
4430.621457583878,0.017514,0.017414,-0.049736104963340674,-6.0214
4862.601580065349,0.017506,0.017403,-0.05125607888424501,-2.8987
5336.699231206302,0.017482,0.017402,-0.03983903160338419,-4.0857
5857.0208180566615,0.017517,0.017424,-0.04623735118500134,-4.0546
6428.073117284319,0.017471,0.017367,-0.0518591885745837,-0.64434
7054.802310718638,0.017458,0.017362,-0.04789474543476685,-5.2162
7742.636826811262,0.017487,0.01739,-0.048314560727898734,-3.6159
8497.534359086438,0.017446,0.017321,-0.06245812886362092,-4.3042
9326.03346883219,0.017458,0.017354,-0.05189792081986281,-4.3756
10235.310218990247,0.017425,0.01732,-0.052497981774384604,-4.4298
11233.240329780265,0.017454,0.017366,-0.04390349888084937,-3.4346
12328.467394420659,0.017459,0.01737,-0.04439093056906904,-3.7421
13530.477745798076,0.017547,0.017416,-0.065089200998935,-5.0478
14849.682622544635,0.017558,0.017494,-0.031718449993138664,-5.3598
16297.508346206434,0.0175,0.017405,-0.047280421319745275,-3.1359
17886.495290574352,0.017467,0.017345,-0.06088032139067532,-0.30959
